,content
880,Đạp Xe Quanh Xóm ở Mỹ những ngày cách ly dịch COVID-19  https://youtu.be/F33JgIMgNsE  pic.twitter.com/TGtrD6GSPe
881,[WinsBO - Wefinex] Dự Án Kiếm Tiền Online Hot Nhất Trong Mùa COVID | Hệ ...  https://youtu.be/elA6suOJTXI  via @YouTube
882,"Số tử vong do COVID-19 ở Mỹ vượt quá 50,000;  hai tiểu bang khởi sự ‘mở cửa’  https://www.nguoi-viet.com/hoa-ky/so-tu-vong-do-covid-19-o-my-vuot-qua-50000-hai-tieu-bang-khoi-su-mo-cua/ …"
883,Hoa Kỳ không dự buổi  khởi động nghiên cứu chữa bệnh COVID-19 của WHO  https://www.nguoi-viet.com/covid-19/tg/hoa-ky-khong-du-buoi-khoi-dong-nghien-cuu-chua-covid/ …
884,Việt Nam chống ‘giặc’ COVID thành công ‘vì quá hiểu Trung Quốc’  https://www.voatiengviet.com/a/viet-nam-chong-giac-covid-thanh-cong-vi-qua-hieu-trung-quoc/5390342.html …
885,"Việt Nam có thêm 2 người nhiễm COVID-19, nâng tổng số 270 ca  https://www.rfa.org/vietnamese/news/vietnamnews/vietnam-reports-two-new-coronavirus-cases-bringing-the-total-to-270-04242020095536.html … 翻訳→  http://afnj.org/nt/407131/  #ベトナム #ニュース"
886,"Qúy vị hãy đứng cách xa 6 feet! Khi đến công viên của Thành Phố, xin giữ khoảng cách 6 feet với người khác để ngăn chặn sự lây lan của COVID-19. Nếu mọi người cùng thực hiện, chúng ta có thể giúp giữ cho những công viên của Thành Phố vẫn mở cửa.  pic.twitter.com/ej4KD6GX21"
887,Bill Gates bị cáo buộc… tạo ra Covid-19 để kiếm lời nhờ bán vắc xin  https://cafeso.net/bill-gates-bi-cao-buoc-tao-ra-covid-19-de-kiem-loi-nho-ban-vac-xin.html … pic.twitter.com/7zNYM1GyXX
888,"Quý vị bị mất việc hoặc giảm giờ làm vì COVID-19? Sau đây là một số nguồn hỗ trợ về tài chính: 

• 800-547-2058 có nhân viên nói tiếng Việt 

• Video hướng dẫn:  https://youtu.be/oFVoXjdvlt0 "
889,"Quên COVID-19 đi, nhẹ lòng ngắm hoa anh đào nở rộ khắp thế giới  https://tinhangngay.vn/quen-covid-19-di-nhe-long-ngam-hoa-anh-dao-no-ro-khap-the-gioi/ … pic.twitter.com/Ags5I9yoIb"
890,"Thiếu niên từ chối 8 triệu USD, tạo web miễn phí chia sẻ dữ liệu Covid-19  https://cafeso.net/thieu-nien-tu-choi-8-trieu-usd-tao-web-mien-phi-chia-se-du-lieu-covid-19.html … pic.twitter.com/kJkCBa13mK"
891,Những “bom tấn” trễ hẹn với khán giả vì Covid-19  https://cafeso.net/nhung-bom-tan-tre-hen-voi-khan-gia-vi-covid-19.html … pic.twitter.com/IspESk5NRe
892,Blog's Dương Lê Tường Vy: Instagram Playbook: Using Stories in the Age of COVID-19 via @MattGSouthern  https://bit.ly/353wpwJ 
893,"Khi dịch Covid-19 trôi qua, hồ sơ ngân hàng đọng lại…  https://goodstock.vn/khi-dich-covid-19-troi-qua-ho-so-ngan-hang-dong-lai/ …"
894,"Xin xem hội thảo cộng đồng về nhà ở và Đạo Luật Cấm Đuổi Người Mướn Nhà của Thành Phố San José và Quận Hạt Santa Clara trong thời COVID-19 với ICAN!
 https://www.facebook.com/ICANSiliconValley/videos/241895660499272/ … pic.twitter.com/87GiNMxXqE"
895,"Dịch COVID-19: Ngày 24-4, Việt Nam đón nhận nhiều tin vui  https://tinhangngay.vn/dich-covid-19-ngay-24-4-viet-nam-don-nhan-nhieu-tin-vui/ …"
896,Tuyệt chiêu hỗ trợ bạn giao dịch an toàn mùa Covid-19  https://goodstock.vn/tuyet-chieu-ho-tro-ban-giao-dich-an-toan-mua-covid-19/ … pic.twitter.com/jXRjDxmuaw
897,Sợ COVID-19 nhiều nam giới ở Mỹ tự đông lạnh… tinh trùng  https://cafeso.net/so-covid-19-nhieu-nam-gioi-o-my-tu-dong-lanh-tinh-trung.html … pic.twitter.com/OseA3qTt6C
898,Covid-19 làm NATO thức tỉnh trước mối đe dọa Trung Quốc ?  http://rfi.my/5nR8.T  qua @RFI_Vi
899,Khai trương nền tảng tư vấn sức khoẻ và ứng dụng hỗ trợ chống Covid-19  https://cafeso.net/khai-truong-nen-tang-tu-van-suc-khoe-va-ung-dung-ho-tro-chong-covid-19.html … pic.twitter.com/VMoPW1inus
900,"Dịch Covid-19: 204 ca dương tính, có thêm 31 ca mắc âm tính 2 lần trở nên # #tinmoi  https://www.facebook.com/269646396405852_2799805213389945 … Tín hiệu đáng mừng rồi!

Theo Bộ Y tế, tính đến hiện tại cả nước đã ghi nhận 204 ca dương tính với Covid-19, trong đó đã có 55 bệnh nhân được chữa khỏi."
901,BBC News Tiếng Việt - Năm quốc gia sẽ phục hồi nhanh nhất sau đại dịch Covid-19  https://www.bbc.com/vietnamese/vert-tra-52377031 …
902,"Tin tức thời sự 24h ngày 1/4/2020: Tin mới về việc cách ly toàn xã hội mùa dịch Covid-19 #tinmoi  https://www.facebook.com/269646396405852_2802309553139511 … Cập nhật những tin tức mới nhất

Cập nhật những tin tức thời sự 24h mới nhất, nóng nhất ngày 1/4/2020."
903,"""Mèo dương tính với Covid-19 #tinmoi  https://www.facebook.com/269646396405852_2802240203146446 … Sau chó, giờ đến lượt mèo nhiễm bệnh!

Một con mèo đã cho kết quả dương tính với Covid-19 sau khi chủ nhân của nó được xác nhận nhiễm virus."""
904,Đại dịch COVID-19 sẽ khiến quá trình robot thay thế con người nhanh hơn?  https://cafeso.net/dai-dich-covid-19-se-khien-qua-trinh-robot-thay-the-con-nguoi-nhanh-hon.html … pic.twitter.com/nKtztfscHo
905,Việt Nam có thêm 2 ca COVID-19 mới sau 2 ngày nới lỏng ‘cách ly xã hội’  https://www.nguoi-viet.com/newarticle/viet-nam-co-them-2-ca-covid-19-moi-sau-2-ngay-noi-long-cach-ly-xa-hoi/ …
906,"Covid-19: Đã có tàu hàng khởi hành đưa rau củ đi Nhật, Hàn, EU  https://nghenong.com/2020/04/391249/covid-19-da-co-tau-hang-khoi-hanh-dua-rau-cu-di-nhat-han-eu-2/ … pic.twitter.com/AMlaOe68WT"
907,"Mang bao tay ngừa COVID-19, coi chừng tác dụng ngược  https://www.nguoi-viet.com/little-saigon/mang-bao-tay-ngua-covid-19-coi-chung-tac-dung-nguoc/ …"
908,"Số ca Covid-19 t.ử v.o.n.g tại một bệnh viện Anh cao gấp 3 lần báo cáo # #tinmoi  https://www.facebook.com/269646396405852_2798471260190007 … Vậy thì con số hơn 1.000 như báo cáo là không đúng rồi :(

Số ca tử vong vì Covid-19 tại một bệnh viện ở London cao gấp 3 lần số liệu báo cáo của NHS."
909,"Chuyên gia: Trung Quốc không ngờ vấp phải phản ứng mạnh ở Biển Đông #tinmoi  https://vnexpress.net/chuyen-gia-trung-quoc-khong-ngo-vap-phai-phan-ung-manh-o-bien-dong-4088964.html … 
Trung Quốc có thể dự tính các nước phản ứng yếu với nước này ở Biển Đông do phải đối phó Covid-19, nhưng Bắc Kinh đã nhầm, theo giới chuyên gia."
910,"""Nghệ An lần đầu tự xét nghiệm ca nghi nhiễm COVID-19 # #tinmoi  https://tuoitre.vn/nghe-an-lan-dau-tu-xet-nghiem-ca-nghi-nhiem-covid-19-20200330102045384.htm … TTO - Máy xét nghiệm các ca nghi nhiễm COVID-19 giúp tỉnh Nghệ An giảm thời gian sàng lọc, kiểm soát các ca mắc bệnh, tránh lây lan trong cộng đồng."""
911,Múa ballet trên phố vắng thời Covid-19 - VnExpress  https://bit.ly/2S6JVdL 
912,Covid-19 24/4 trên Thế giới - Châu Phi đối mặt khủng hoảng lương thực do Covid-19  https://bit.ly/3av7enW 
913,Covid-19 ngày 24/4: Ca nhiễm nCoV ở Anh vượt 140.000  https://bit.ly/2xZaQRZ 
914,Covid-19 ngày 24/4: Ấn Độ tăng kỷ lục ca nhiễm mới nCoV  https://bit.ly/2xOgnea 
915,Nhóm đứng sau 'tấm màn bí mật' Covid-19 của Anh - VnExpress  https://bit.ly/2yCde15 
916,Trung Quốc khuấy Biển Đông giữa Covid-19: Hòng mong các nước phản ứng yếu  https://bit.ly/3bDKjbA 
917,"Nhóm đứng sau 'tấm màn bí mật' Covid-19 của Anh #tinmoi  https://ift.tt/2zqrDxz  
Trước làn sóng chỉ trích cách xử lý Covid-19, chính phủ Anh cho biết họ làm theo ""khoa học"", nhưng không ai biết về những chuyên gia đứng sau họ."
918,Mỹ cáo buộc Trung Quốc có thể đã biết về COVID-19 từ đầu tháng 11 năm 2019  https://www.nguoi-viet.com/nvtv-tin-tuc/nvtv-diem-tin-buoi-sang/my-cao-buoc-trung-quoc-co-the-da-biet-ve-covid-19/ …
919,"Pháp ghi nhận ngày đen tối nhất kể từ khi dịch bùng phát #tinmoi  https://www.facebook.com/269646396405852_2802064989830634 … Đáng sợ!

Pháp đã báo cáo kỷ lục 499 ca Covid-19 trong vòng 24 giờ, nâng tổng số người chết vì dịch lên 3.523 ca."
920,"Lào Cai: 50% cán bộ, công chức, viên chức ở nhà để phòng, chống COVID-19 # #tinmoi  https://tuoitre.vn/lao-cai-50-can-bo-cong-chuc-vien-chuc-o-nha-de-phong-chong-covid-19-20200331101713613.htm … TTO - UBND tỉnh Lào Cai vừa có ban hành về việc giảm số lượng cán bộ, công chức, viên chức làm việc tại cơ quan để phòng, chống COVID-19."
921,Doanh nghiệp nail và nhà hàng ở Little Saigon tặng quà nhân viên ‘tuyến đầu’ thời COVID-19  https://www.nguoi-viet.com/little-saigon/cong-dong/doanh-nghiep-nail-va-nha-hang-o-little-saigon-tang-qua-nhan-vien-tuyen-dau-thoi-covid-19/ …
922,Doanh nghiệp không bị kiểm toán nghĩa vụ thuế vì Covid-19 - VnExpress Kinh doanh  https://bit.ly/2VBbDl3 
923,Hiện tượng đông máu bí ẩn ở bệnh nhân Covid-19  https://tinviet360.com/index.php/2020/04/25/hien-tuong-dong-mau-bi-an-o-benh-nhan-covid-19/ … pic.twitter.com/pIjjWKtmpf
924,"Bệnh nhân Covid-19 bốn lần âm tính giả #tinmoi  https://vnexpress.net/benh-nhan-covid-19-bon-lan-am-tinh-gia-4089648.html … 
Ông He Ximing, 52 tuổi, ở Vũ Hán, bị khó thở từ cuối tháng 2, đến cuối tháng 3 bác sĩ mới xác định nhiễm nCoV do 4 lần xét nghiệm đều âm tính."
925,Bệnh nhân Covid-19 bốn lần âm tính giả - VnExpress Sức khỏe  https://bit.ly/3aE6ay6 
926,Bệnh viện tuyến đầu chống Covid-19 được thưởng huân chương - VnExpress Sức khỏe  https://bit.ly/3eH8Yh8 
927,Covid-19 ngày 24/4: Bác sĩ nói ý kiến 'tiêm thuốc khử trùng' của Trump nguy hiểm  https://bit.ly/3eNX1GB 
928,Covid-19 chiều 24/4: Thêm hai ca nhiễm mới  https://bit.ly/3eOSWSo 
929,Ước tính con số thực sự của các ca nhiễm COVID-19 tại Trung Quốc  https://trithucvn.net/trung-quoc/uoc-tinh-con-so-thuc-su-cua-cac-ca-nhiem-covid-19-tai-trung-quoc.html …
930,"Covid-19 : miracle au Viêtnam ? … http://geographiesenmouvement.blogs.liberation.fr/2020/04/23/covid-19-au-vietnam/ … via @libe 
Gui loi khen ngoi toi nuoc Vietnam . Nha nuoc va nhan dan cung lam."
931,"COVID-19: Nghĩa cử của một linh mục lôi cuốn cả các Hồng Y, Giám Mục vào cuộc tranh luận lớn tại Ý  http://youtube.com/watch?v=fx1TJi4-LaY&feature=youtu.be … http://nelsonmcbs.com/2020/04/24/covid-19-nghia-cu-cua-mot-linh-muc-loi-cuon-ca-cac-hong-y-giam-muc-vao-cuoc-tranh-luan-lon-tai-y/ …"
932,"COVID-19: Nghĩa cử của một linh mục lôi cuốn cả các Hồng Y, Giám Mục vào cuộc tranh luận lớn tại Ý  http://youtube.com/watch?v=fx1TJi4-LaY&feature=youtu.be …  http://nelsonmcbs.com/2020/04/24/covid-19-nghia-cu-cua-mot-linh-muc-loi-cuon-ca-cac-hong-y-giam-muc-vao-cuoc-tranh-luan-lon-tai-y/ …"
933,Covid-19: Đức chuẩn bị đối phó đợt bùng phát Covid-19 thứ hai  https://bit.ly/2VApS9S 
934,"#المانيا تستأنف #الدراسة تدريجيا

#رمضان_كريم
#كورونا_فيروس #Covid_19
#بقي_في_دارك_باش_تحمي_بلادك
#Maroc
#nador
#rif
PAGE FACEBOOK :  https://www.facebook.com/Nadorcityoff 
PAGE INSTAGRAM:  https://www.instagram.com/NadorNewss  https://www.youtube.com/watch?v=pnXP4rHpRhE …"
935,"Thở máy xâm nhập trong điều trị covid-19, nhiều bác sĩ đang nghĩ lại -  http://Yhocvn.net , Y học Bạch Mai -  https://go.shr.lc/2VOfRVa  via @shareaholic"
936,"🔴 LIVE IN YOUTUBE: Tin tức trực tiếp buổi sáng ở mỹ 24-04-2020
Nhấn vào đây để xem:  https://www.youtube.com/watch?v=zFZR-VNyiYU …
CHICAGO LATINO BỊ ẢNH HƯỞNG NẶNG NỀ BỞI ĐẠI DỊCH COVID-19T

#tintuc #UNV #UNVtinhbuoisang #coronavirususa #CoronavirusOutbreak #CoronaVirusUpdates pic.twitter.com/2UUVuM4rTe"
937,Mỹ  cáo buộc Trung Quốc có thể đã biết về COVID-19 từ đầu tháng 11 năm 2019  https://youtu.be/tQVkf6xJG5E  qua @YouTube
938,"TT Trump đưa ý tưởng chích thuốc tẩy trùng diệt COVID-19, Lysol vội khuyến cáo ‘chớ nên’  https://www.nguoi-viet.com/hoa-ky/tt-trump-dua-y-tuong-chich-thuoc-tay-trung-diet-covid-19-lysol-voi-khuyen-cao-cho-nen/ …"
939,Sao Việt trổ tài… cắt tóc trong mùa dịch Covid-19  https://cafeso.net/sao-viet-tro-tai-cat-toc-trong-mua-dich-covid-19.html … pic.twitter.com/sn2JOIf1bp
940,"Ban chỉ đạo Quốc gia phòng, chống dịch COVID-19 đề nghị người dân tiếp tục thực hiện tốt thông điệp 5 điểm sau để phòng chống COVID-19:

1. Hạn chế tối đa ra ngoài, chỉ ra ngoài khi thực sự cần thiết"
941,"Sau hơn 1 tuần yên ắng, Việt Nam lại có thêm 2 người mắc Covid-19 mới nâng tổng số ca nhiễm là 270 ca . Có 225/270 ca khỏi bệnh  pic.twitter.com/IM1YJbpg68"
942,Trước mùa dịch CoVid 19 Vịnh Lăng Cô | Before the 19 CoVid epidemic in L...  https://youtu.be/YIH7tHXvS1g  via @YouTube
943,"Ngày đầu nới lỏng giãn cách xã hội, không có ca Covid-19 mới  https://tinviet360.com/index.php/2020/04/24/ngay-dau-noi-long-gian-cach-xa-hoi-khong-co-ca-covid-19-moi/ … pic.twitter.com/UU9FN0Fx7s"
944,"Cập nhật 19h ngày 24/4: Số ca tử vong do Covid-19 ở Mỹ có thể lên tới 50.000, chuyên gia phát hiện ""ngón chân SARS-CoV-2""  https://baoquocte.vn/cap-nhat-19h-ngay-244-so-ca-tu-vong-do-covid-19-o-my-co-the-len-toi-50000-chuyen-gia-phat-hien-ngon-chan-sars-cov-2-114405.html … – at Highlands Coffee"
945,"Cập nhật dịch Covid-19 ở Việt Nam chiều 24/4: Số ca nhiễm bệnh lên 270, vẫn có người mang virus tồn tại trong cộng đồng  https://baoquocte.vn/cap-nhat-dich-covid-19-o-viet-nam-chieu-244-so-ca-nhiem-benh-len-270-van-co-nguoi-mang-virus-ton-tai-trong-cong-dong-114398.html … – at Highlands Coffee"
946,"Chương trình talk show của quân đội Nga gọi cuộc chiến chống Covid-19 của Việt Nam là ""kỳ diệu""  https://baoquocte.vn/chuong-trinh-talk-show-cua-quan-doi-nga-goi-cuoc-chien-chong-covid-19-cua-viet-nam-la-ky-dieu-114366.html … – at Highlands Coffee"
947,Các tế bào miễn dịch hoạt động quá mức gây tử vong cho bệnh nhân Covid-19?  https://cafeso.net/cac-te-bao-mien-dich-hoat-dong-qua-muc-gay-tu-vong-cho-benh-nhan-covid-19.html … pic.twitter.com/GMFsaogMoF
948,"Khoa học giải thích vì sao khỏi Covid-19 rồi, sau đó xét nghiệm lại dương tính - Game - Báo Thanh Niên  https://thanhnien.vn/suc-khoe/khoa-hoc-giai-thich-vi-sao-khoi-covid-19-roi-sau-do-xet-nghiem-lai-duong-tinh-1214932.html … qua @GoogleNews"
949,Kinh tế Liên minh châu Âu dự báo suy giảm đến 10% do dịch COVID-19  https://goodstock.vn/kinh-te-lien-minh-chau-au-du-bao-suy-giam-den-10-do-dich-covid-19/ … pic.twitter.com/bOoDM94AIo
950,Luật sư Trung Quốc kiện Mỹ vì 'che giấu thông tin dịch COVID-19' - Tiền Phong  https://www.tienphong.vn/the-gioi/luat-su-trung-quoc-kien-my-vi-che-giau-thong-tin-dich-covid19-1647806.tpo … qua @GoogleNews
951,"Ông Trump ""phản pháo"" chuyên gia về năng lực xét nghiệm Covid-19 của Mỹ - Dân Trí  https://dantri.com.vn/the-gioi/ong-trump-phan-phao-chuyen-gia-ve-nang-luc-xet-nghiem-covid-19-cua-my-20200424125422315.htm … qua @GoogleNews"
952,Cập nhật Covid-19 ngày 24/4: Mỹ có thể kéo dài thời gian giãn cách xã hội; Anh chuẩn bị ứng phó với đợt bùng phát thứ hai; số ca ở Singapore tiếp tục tăng mạnh -  http://Cafef.vn   https://cafef.vn/cap-nhat-covid-19-ngay-24-4-my-co-the-keo-dai-thoi-gian-gian-cach-xa-hoi-anh-chuan-bi-ung-pho-voi-dot-bung-phat-thu-hai-so-ca-o-singapore-tiep-tuc-tang-manh-20200424072156968.chn … qua @GoogleNews
953,"Dịch Virus COVID.19 hoành hành như thế này ai cũng đeo khẩu trang kín mít thì biết thế nào là thật giả em ơi @ThuPhng56219195  .
Khuya rồi nghỉ ngơi thử ra ngủ ngon em nhé ! pic.twitter.com/rLN7K8aClK"
954,Tiến Độ Eco Green Saigon 21/04/2020 | Mùa Dịch Covid Vẫn Làm Ngày Đêm Vư...  https://youtu.be/uvN-fe69h7s  via @YouTube
955,WHO dự báo thời điểm đại dịch COVID-19 kết thúc - Báo Lao Động  https://laodong.vn/the-gioi/who-du-bao-thoi-diem-dai-dich-covid-19-ket-thuc-800676.ldo … qua @GoogleNews
956,Đồng Nai không còn bệnh nhân Covid-19  http://dlvr.it/RVNmPw 
957,"Dịch COVID-19 sáng 24-4: Việt Nam vẫn 0 ca mới, toàn cầu gần 745.000 ca khỏi - Tuổi Trẻ Online  https://tuoitre.vn/dich-covid-19-sang-24-4-viet-nam-van-0-ca-moi-toan-cau-gan-745-000-ca-khoi-20200424052652992.htm … qua @GoogleNews"
958,"Chùm ảnh: Hạn chế ra đường, phong tỏa toàn thành phố, đại dịch Covid đang “giúp” môi trường trường giảm ô nhiễm và trong lành hơn  https://ngon24h.wordpress.com/2020/04/24/chum-anh-han-che-ra-duong-phong-toa-toan-thanh-pho-dai-dich-covid-dang-giup-moi-truong-truong-giam-o-nhiem-va-trong-lanh-hon/ … pic.twitter.com/pQt2bseEcv"
959,Lắp giá treo tivi di động học tại nhà phòng Dịch Covid 19  https://youtu.be/WmUppdUdpyk  via @YouTube
960,"Sau 8 ngày, Việt Nam ghi nhận 2 ca bệnh COVID-19 mới - Tuổi Trẻ Online  https://tuoitre.vn/sau-8-ngay-viet-nam-ghi-nhan-2-ca-benh-covid-19-moi-20200424181632836.htm … qua @GoogleNews"
961,"Dịch COVID-19 chiều 23-4: Việt Nam 0 ca nhiễm mới, Nhật Bản vượt mốc 12.600 ca  https://tinviet360.com/index.php/2020/04/24/dich-covid-19-chieu-23-4-viet-nam-0-ca-nhiem-moi-nhat-ban-vuot-moc-12-600-ca/ … pic.twitter.com/sF10jPTR7a"
962,"[D-9] PS wear mask. 
Thật trùng hợp. Challenge hôm nay là hình ảnh PS sử dụng khẩu trang. Covid không phải là trò đùa. Giữ gìn sức khoẻ, rửa tay, đeo khẩu trang và giãn cách 2m. 
Xin cảm ơn! 
#16daychallengewithPS
#TRIGON
#PerthSaintSation  https://twitter.com/MingCha74501821/status/1250054115478122497 … pic.twitter.com/tcgmgreFKn"
963,"Dịch Covid-19 bùng phát, Trung Quốc phong tỏa thành phố hơn 10 triệu dân  https://m.thanhnien.vn/the-gioi/dich-covid-19-bung-phat-trung-quoc-phong-toa-thanh-pho-hon-10-trieu-dan-1215429.html …"
964,"Không ngồi chờ hết dịch Covid-19, nhà giàu Hà Nội đang đổ về khu phía Tây săn đất giá rẻ
#côngnghệcao #đôngnamá #Đư... https://www.bdscuatui.com/khong-ngoi-cho-het-dich-covid-19-nha-giau-ha-noi-dang-do-ve-khu-phia-tay-san-dat-gia-re-2-34829/?feed_id=21905&_unique_id=5ea30507a2639 …"
965,"Đấu giá một keycap, nhóm chơi phím cơ Việt Nam kêu gọi được 50 triệu Đồng cho quỹ chống COVID-19  https://tinviet360.com/index.php/2020/04/24/dau-gia-mot-keycap-nhom-choi-phim-co-viet-nam-keu-goi-duoc-50-trieu-dong-cho-quy-chong-covid-19/ … pic.twitter.com/FDqFlYflYK"
